Tank Number,Date,Treatment,Full,Experiment Number,Name,Annotation status,Annotation area,ACfor,Fung,Lobo,Monti,Pcyl,Pryu,Shys,Spis,B_ACfor,B_Fung,B_Lobo,B_Monti,B_Pcyl,B_Pryu,B_Shys,B_Spis,Sarco,Xeni,Zoo,Sand,DSUB,ART,CYAN,Other,Unc,Bry_pen,Caul,CCA,Chl_fas,Dict,Hali,Hyp,Lobph,Macro,Sarg,Turf
10,05-12-14,R,F,3,10_05.12.2014_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,6,0,2,0,0,0,0,0,0,2,1,2,1,8,0,0,0,15,17,12,21,1,0,0,0,0,0,0,0,0,0,11,0,0
1,05-12-14,Y,F,3,1_05.12.2014_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,1,4,6,4,1,4,0,0,2,0,0,0,0,0,0,0,1,0,21,18,17,8,3,0,0,0,0,0,3,0,0,0,5,0,0
11,05-12-14,G,F,3,11_05.12.2014_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,4,0,2,0,1,3,3,0,1,0,0,0,1,1,1,3,3,0,7,21,16,2,2,0,0,0,0,0,2,10,0,0,11,5,0
12,05-12-14,Y,F,3,12_05.12.2014_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,6,2,4,3,3,0,0,0,3,2,1,0,0,4,0,0,0,1,0,36,11,12,2,1,0,0,0,0,0,0,0,0,0,9,0,0
2,05-12-14,G,F,3,2_05.12.2014_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,3,1,4,0,0,4,3,1,0,0,4,0,0,0,0,6,1,0,10,9,14,1,4,0,0,0,0,0,2,10,0,0,21,1,0
3,05-12-14,R,F,3,3_05.12.2014_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,1,1,0,0,0,0,4,2,1,3,1,2,11,4,3,4,0,5,9,16,4,1,0,0,0,0,0,2,5,0,0,19,1,0
4,05-12-14,B,F,3,4_05.12.2014_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,2,2,4,0,1,6,2,2,0,0,0,0,0,1,1,4,1,0,19,22,16,5,1,0,0,0,0,0,0,0,0,0,3,1,0
5,05-12-14,B,F,3,5_05.12.2014_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,3,2,3,4,2,2,4,5,0,0,1,0,0,2,0,0,1,0,24,18,18,1,1,0,0,0,1,0,1,0,0,0,6,0,0
6,05-12-14,G,F,3,6_05.12.2014_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,5,2,4,4,2,0,3,1,0,0,1,0,1,2,0,0,1,0,17,26,14,7,2,0,0,0,0,0,0,0,0,0,6,2,0
7,05-12-14,Y,F,3,7_05.12.2014_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,9,2,3,1,2,0,0,0,0,1,0,0,2,1,3,2,1,1,0,19,10,18,1,6,0,0,0,0,0,0,0,0,0,18,0,0
8,05-12-14,B,F,3,8_05.12.2014_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,4,6,1,3,2,0,0,7,0,1,0,0,1,2,0,0,10,3,0,18,13,15,5,1,0,0,0,0,0,0,0,0,0,8,0,0
9,05-12-14,R,F,3,9_05.12.2014_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,1,0,4,3,3,1,7,6,5,2,1,0,9,14,13,10,2,0,0,0,0,0,0,0,0,0,19,0,0
10,12-12-14,R,F,3,10_12.12.2014_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,1,0,0,0,0,0,1,0,0,1,5,3,4,2,3,0,0,7,23,15,20,0,0,0,0,1,0,3,5,0,0,4,0,0
11,12-12-14,G,F,3,11_12.12.2014_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,1,1,3,1,3,2,0,2,0,1,0,0,0,0,3,2,0,16,22,13,2,4,0,0,0,0,0,3,6,0,0,10,4,0
1,12-12-14,Y,F,3,1_12.12.2014_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,1,0,5,1,2,2,0,0,3,1,1,0,0,0,0,0,2,0,6,22,17,28,0,0,0,0,1,0,1,0,0,0,4,1,0
12,12-12-14,Y,F,3,12_12.12.2014_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,5,4,2,0,0,0,0,1,1,0,1,0,3,0,1,4,0,0,18,26,20,1,1,0,0,0,0,0,1,0,0,0,6,0,0
2,12-12-14,G,F,3,2_12.12.2014_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,0,3,0,0,4,3,0,0,0,1,0,0,1,0,4,2,0,15,10,13,2,1,0,0,0,2,0,2,15,0,0,18,1,0
3,12-12-14,R,F,3,3_12.12.2014_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,0,0,0,0,0,0,3,1,2,3,2,6,11,1,4,0,0,0,11,17,5,1,0,0,0,0,0,1,6,0,0,21,4,0
4,12-12-14,B,F,3,4_12.12.2014_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,2,2,4,0,1,5,0,1,0,0,0,0,0,2,4,4,2,0,15,29,15,3,0,0,0,0,0,0,1,0,0,0,3,0,0
5,12-12-14,B,F,3,5_12.12.2014_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,1,5,2,3,4,2,5,1,1,0,1,0,3,0,0,4,0,22,20,17,1,2,0,0,0,0,0,1,0,0,0,2,0,0
6,12-12-14,G,F,3,6_12.12.2014_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,1,2,0,2,1,2,0,2,1,1,3,0,2,0,0,3,0,12,26,15,14,1,0,0,0,3,0,1,0,0,0,6,1,0
7,12-12-14,Y,F,3,7_12.12.2014_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,11,1,1,1,0,0,0,0,1,1,1,2,3,0,4,3,2,1,0,5,10,16,5,2,0,0,0,0,0,2,0,0,0,28,0,0
8,12-12-14,B,F,3,8_12.12.2014_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,5,1,5,2,0,0,6,0,2,0,0,3,3,0,0,4,3,0,15,17,14,5,2,0,0,0,1,0,0,1,0,0,4,0,0
9,12-12-14,R,F,3,9_12.12.2014_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,2,0,0,0,0,1,3,2,3,0,9,2,5,4,0,0,1,17,11,9,3,0,0,0,1,0,0,0,0,0,26,1,0
10,02-01-15,R,F,3,10_02.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,2,0,0,0,0,0,0,0,3,0,0,5,1,0,1,0,0,15,34,7,12,2,0,0,0,0,0,1,1,0,0,12,2,0
1,02-01-15,Y,F,3,1_02.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,0,2,0,0,0,0,2,2,0,0,3,3,4,0,1,0,0,16,30,8,10,1,0,0,0,0,0,2,0,0,0,13,1,0
11,02-01-15,G,F,3,11_02.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,1,1,3,1,1,0,0,1,1,0,1,3,1,1,5,0,0,17,9,6,0,1,0,0,0,2,0,7,3,0,0,13,19,0
12,02-01-15,Y,F,3,12_02.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,0,0,0,0,8,2,0,3,0,4,1,3,1,0,0,11,37,7,2,2,0,0,0,1,0,0,1,0,0,15,0,0
2,02-01-15,G,F,3,2_02.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,3,0,3,0,0,0,1,0,0,0,1,1,0,5,1,8,0,0,10,15,15,1,1,0,0,0,1,0,1,13,0,0,18,1,0
3,02-01-15,R,F,3,3_02.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,2,5,0,1,1,0,1,0,0,1,16,9,43,0,0,0,0,0,0,3,5,0,0,10,3,0
4,02-01-15,B,F,3,4_02.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,1,1,4,1,2,4,0,1,0,0,0,1,0,3,1,6,1,0,10,35,13,3,0,0,0,0,1,0,0,1,0,0,4,0,0
5,02-01-15,B,F,3,5_02.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,2,0,3,1,4,1,6,3,1,1,1,0,0,3,0,3,1,0,27,18,15,1,1,0,0,0,0,0,0,0,0,0,4,2,0
6,02-01-15,G,F,3,6_02.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,1,2,0,3,0,2,0,2,0,0,2,3,1,1,0,0,0,11,26,13,22,1,0,0,0,2,0,0,0,0,0,7,0,0
7,02-01-15,Y,F,3,7_02.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,1,0,0,0,0,0,0,9,1,1,1,2,0,3,0,1,1,0,1,12,14,2,1,0,0,0,1,0,2,0,0,0,45,0,0
8,02-01-15,B,F,3,8_02.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,11,4,0,3,2,0,0,5,0,2,0,1,2,4,0,0,8,2,0,12,18,8,10,0,0,0,0,3,0,2,1,0,0,1,1,0
9,02-01-15,R,F,3,9_02.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,1,3,2,1,0,8,0,0,0,0,0,2,10,10,46,1,0,0,0,0,0,1,0,0,0,9,5,0
10,09-01-15,R,F,3,10_09.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,2,0,0,0,0,0,3,0,0,6,0,0,1,0,0,17,34,13,9,0,0,0,0,0,0,2,0,0,0,11,1,0
1,09-01-15,Y,F,3,1_09.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,1,0,0,0,0,2,3,0,0,0,2,7,0,1,0,0,18,28,14,6,0,0,0,0,0,0,1,0,0,0,16,1,0
11,09-01-15,G,F,3,11_09.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,6,2,3,1,0,1,0,1,0,2,0,0,1,1,1,7,0,0,13,23,9,1,1,0,0,0,1,0,8,3,0,0,11,3,0
12,09-01-15,Y,F,3,12_09.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,0,0,0,0,7,3,1,2,0,5,0,4,1,0,0,13,23,12,3,3,0,0,0,0,0,1,0,0,0,17,3,0
2,09-01-15,G,F,3,2_09.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,0,5,0,1,1,2,0,1,0,1,0,0,6,0,4,1,0,8,12,13,3,4,0,0,0,3,0,0,13,0,0,18,0,0
3,09-01-15,R,F,3,3_09.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,3,0,0,1,0,4,0,2,1,0,1,0,0,4,16,10,45,0,0,0,0,0,0,3,4,0,0,5,1,0
4,09-01-15,B,F,3,4_09.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,2,0,6,1,2,3,1,0,1,0,0,0,0,2,2,4,1,0,8,34,14,5,1,0,0,0,0,0,0,0,0,0,8,0,0
5,09-01-15,B,F,3,5_09.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,2,0,4,3,3,1,6,5,1,1,0,0,1,5,0,0,2,0,16,26,14,1,1,0,0,0,0,0,0,0,0,0,6,0,0
6,09-01-15,G,F,3,6_09.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,4,0,5,0,3,0,1,0,0,3,2,2,1,0,1,0,18,34,15,5,0,0,0,0,0,0,0,0,0,0,6,0,0
7,09-01-15,Y,F,3,7_09.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,1,0,0,0,0,11,2,2,0,0,0,3,0,0,0,0,3,15,12,7,0,0,0,0,1,0,2,0,0,0,41,0,0
8,09-01-15,B,F,3,8_09.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,8,4,0,4,0,0,0,3,0,3,2,4,2,2,0,4,5,3,0,10,22,12,4,1,0,0,0,0,0,0,1,0,0,5,1,0
9,09-01-15,R,F,3,9_09.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,2,1,0,1,11,0,0,0,0,0,4,12,12,49,0,0,0,0,0,0,2,0,0,0,6,0,0
10,16-01-15,R,F,3,10_16.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,2,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,17,31,9,22,0,0,0,0,0,0,4,1,0,0,6,0,0
11,16-01-15,G,F,3,11_16.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,1,3,0,0,0,1,0,1,0,0,0,3,2,0,5,0,0,12,26,9,3,1,0,0,0,1,0,9,4,0,0,15,2,0
1,16-01-15,Y,F,3,1_16.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,2,4,1,1,0,2,8,0,0,1,0,10,27,12,16,1,0,0,0,0,0,0,0,0,0,15,0,0
12,16-01-15,Y,F,3,12_16.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,6,4,2,3,0,4,1,1,2,0,0,4,27,12,12,3,0,0,0,0,0,2,0,0,0,15,1,0
2,16-01-15,G,F,3,2_16.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,6,2,0,0,2,0,1,0,2,1,0,6,0,3,0,0,10,10,15,4,0,0,0,0,0,0,5,13,0,0,18,0,0
3,16-01-15,R,F,3,3_16.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,1,0,0,0,0,2,0,4,0,3,2,0,2,0,0,7,13,10,32,0,0,0,0,0,0,2,5,0,0,13,2,0
4,16-01-15,B,F,3,4_16.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,2,2,6,1,0,2,0,1,0,0,1,1,2,2,3,4,2,0,8,30,11,5,0,0,0,0,3,0,2,0,0,0,5,0,0
5,16-01-15,B,F,3,5_16.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,4,4,5,2,5,5,0,0,0,0,0,2,0,0,0,0,21,24,14,2,1,0,0,0,1,0,1,0,0,0,7,0,0
6,16-01-15,G,F,3,6_16.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,2,2,0,4,0,4,0,0,0,0,1,3,2,0,0,1,0,17,32,11,10,2,0,0,0,0,0,1,0,0,0,4,0,0
7,16-01-15,Y,F,3,7_16.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,10,1,1,1,0,1,0,0,2,0,0,1,5,11,9,1,0,0,0,0,0,0,0,0,0,57,0,0
8,16-01-15,B,F,3,8_16.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,8,3,1,7,1,2,0,2,0,2,0,0,2,2,0,3,2,2,0,10,25,7,12,0,0,0,0,0,0,1,1,0,0,6,1,0
9,16-01-15,R,F,3,9_16.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,1,3,0,1,9,1,0,0,0,0,8,17,10,34,0,0,0,0,0,0,0,0,0,0,16,0,0
10,23-01-15,R,F,3,10_23.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,2,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,17,28,8,24,1,0,0,0,0,0,2,2,0,0,7,1,0
11,23-01-15,G,F,3,11_23.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,2,4,2,0,0,0,0,0,1,0,1,1,2,3,6,1,0,17,21,10,4,0,0,0,0,1,0,12,1,0,0,6,2,0
12,23-01-15,Y,F,3,12_23.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,3,0,1,0,0,0,0,0,1,3,2,0,1,4,0,1,0,0,0,12,27,14,16,3,0,0,0,0,0,0,0,0,0,9,3,0
1,23-01-15,Y,F,3,1_23.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,1,4,2,0,0,2,1,0,0,2,0,11,13,15,32,2,0,0,0,2,0,1,0,0,0,9,2,0
2,23-01-15,G,F,3,2_23.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,1,3,1,1,0,0,0,0,0,1,0,0,6,0,6,3,0,7,9,11,8,0,0,0,0,1,0,1,20,0,0,18,1,0
3,23-01-15,R,F,3,3_23.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,2,0,0,7,12,13,43,1,0,0,0,1,0,3,3,0,0,9,0,0
4,23-01-15,B,F,3,4_23.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,8,3,0,6,1,0,2,0,0,0,0,2,0,1,2,2,3,1,0,10,25,11,8,3,0,0,0,1,0,1,1,0,0,9,0,0
5,23-01-15,B,F,3,5_23.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,2,1,6,1,0,5,3,0,0,1,0,4,2,0,1,2,0,11,26,11,2,0,0,0,0,1,0,2,0,0,0,15,1,0
6,23-01-15,G,F,3,6_23.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,2,0,0,4,0,3,0,1,0,0,1,0,2,0,0,0,0,15,34,12,15,2,0,0,0,0,0,0,0,0,0,6,1,0
7,23-01-15,Y,F,3,7_23.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,11,2,1,2,0,1,1,0,0,1,0,3,7,8,3,1,0,0,0,1,0,1,0,0,0,57,0,0
8,23-01-15,B,F,3,8_23.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,4,2,5,0,0,0,3,0,1,0,0,3,3,0,3,2,6,0,5,27,8,9,5,0,0,0,0,0,2,0,0,0,4,3,0
9,23-01-15,R,F,3,9_23.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,2,2,1,0,7,0,0,0,0,0,0,13,10,54,1,0,0,0,2,0,0,0,0,0,7,0,0
10,30-01-15,R,F,3,10_30.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,1,0,0,0,0,1,4,0,0,3,0,0,0,1,0,7,11,14,43,0,0,0,0,0,0,4,0,0,0,10,0,0
11,30-01-15,G,F,3,11_30.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,3,1,0,0,1,0,2,1,1,0,1,1,0,5,0,0,10,20,14,8,0,0,0,0,2,0,10,1,0,0,17,1,0
12,30-01-15,Y,F,3,12_30.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,0,0,0,0,0,0,0,0,5,4,1,0,6,0,0,0,1,0,4,14,17,17,0,0,0,0,0,0,1,0,0,0,23,5,0
1,30-01-15,Y,F,3,1_30.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,1,0,0,0,0,0,1,3,2,2,0,2,2,0,0,1,0,4,16,15,31,0,0,0,0,0,0,0,0,0,0,19,0,0
2,30-01-15,G,F,3,2_30.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,4,0,2,1,0,0,0,2,0,0,0,2,1,7,3,0,5,15,18,7,1,0,0,0,1,0,1,19,0,0,10,0,0
3,30-01-15,R,F,3,3_30.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,0,0,3,0,0,0,0,1,2,0,0,2,5,0,1,1,0,9,13,10,23,0,0,0,0,1,0,7,1,0,0,16,4,0
4,30-01-15,B,F,3,4_30.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,8,1,0,1,2,2,0,1,0,0,0,0,0,1,4,0,6,2,0,4,26,16,6,0,0,0,0,0,0,0,0,0,0,20,0,0
5,30-01-15,B,F,3,5_30.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,2,3,2,3,0,3,4,0,0,0,1,2,1,0,0,2,0,15,24,19,2,1,0,0,0,1,0,0,0,0,0,11,1,0
6,30-01-15,G,F,3,6_30.01.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,2,0,0,3,0,0,1,0,1,1,2,2,3,3,2,0,2,0,9,19,19,17,0,0,0,0,1,0,2,0,0,0,8,1,0
7,30-01-15,Y,F,3,7_30.01.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,0,0,0,0,0,0,9,1,5,0,0,2,5,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,0,58,0,0
8,30-01-15,B,F,3,8_30.01.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,0,0,2,2,1,0,3,0,6,1,0,1,3,0,0,5,2,0,9,20,13,4,0,0,0,0,4,0,1,1,0,0,15,0,0
9,30-01-15,R,F,3,9_30.01.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,0,0,2,0,0,0,0,2,3,2,0,5,0,0,0,0,0,1,7,14,38,0,0,0,0,3,0,3,0,0,0,18,1,0
10,06-02-15,R,F,3,10_06.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,4,25,14,39,1,0,0,0,0,0,3,0,0,0,7,0,0
1,06-02-15,Y,F,3,1_06.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,7,10,20,47,0,0,0,0,1,0,1,0,0,0,7,0,0
11,06-02-15,G,F,3,11_06.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,2,5,0,0,1,0,2,0,0,0,0,1,0,0,1,0,17,19,17,8,1,0,0,0,2,0,9,3,0,0,10,0,0
12,06-02-15,Y,F,3,12_06.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,2,0,0,0,0,4,3,0,0,1,0,0,0,0,0,3,12,22,34,0,0,0,0,0,0,3,0,0,0,14,2,0
2,06-02-15,G,F,3,2_06.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,3,1,0,0,0,0,0,1,0,0,2,4,1,2,4,0,7,17,21,8,0,0,0,0,0,0,3,19,0,0,6,1,0
3,06-02-15,R,F,3,3_06.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,2,0,8,17,17,27,0,0,0,0,0,0,12,1,0,0,9,0,0
4,06-02-15,B,F,3,4_06.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,8,1,1,0,2,0,0,1,2,0,2,0,0,1,3,1,3,2,0,3,21,16,19,0,0,0,0,0,0,0,0,0,0,13,1,0
5,06-02-15,B,F,3,5_06.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,1,1,7,2,0,3,5,0,1,0,0,1,1,0,0,1,0,7,27,20,0,0,0,0,0,1,0,1,0,0,0,18,0,0
6,06-02-15,G,F,3,6_06.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,1,1,2,0,1,0,1,0,2,2,2,2,2,1,3,0,8,21,21,18,0,0,0,0,1,0,6,0,0,0,3,1,0
7,06-02-15,Y,F,3,7_06.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,1,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,2,18,6,0,0,0,0,0,0,1,0,0,0,53,0,0
8,06-02-15,B,F,3,8_06.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,1,0,2,2,1,0,1,2,3,1,0,1,2,0,0,9,2,0,8,24,22,1,1,0,0,0,3,0,1,0,0,0,8,0,0
9,06-02-15,R,F,3,9_06.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,8,14,67,0,0,0,0,1,0,2,0,0,0,2,0,0
10,13-02-15,R,F,3,10_13.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,3,1,0,0,0,0,0,3,2,2,0,3,0,0,1,0,0,11,32,14,17,0,0,0,0,0,0,6,0,0,0,5,0,0
11,13-02-15,G,F,3,11_13.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,3,1,2,0,0,0,1,1,0,0,0,2,0,1,1,5,0,0,19,16,15,11,0,0,0,0,1,0,2,2,0,0,13,3,0
1,13-02-15,Y,F,3,1_13.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,3,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,15,21,18,24,1,0,0,0,0,0,2,0,0,0,6,1,0
12,13-02-15,Y,F,3,12_13.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,7,27,15,31,1,0,0,0,0,0,5,0,0,0,6,0,0
2,13-02-15,G,F,3,2_13.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,1,1,3,0,1,0,1,0,0,1,2,2,0,6,1,4,0,0,9,14,13,0,0,0,0,0,0,0,5,25,0,0,8,1,0
3,13-02-15,R,F,3,3_13.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,8,29,12,28,2,0,0,0,0,0,2,2,0,0,11,0,0
4,13-02-15,B,F,3,4_13.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,2,5,0,0,0,0,0,1,1,0,1,1,0,0,2,4,1,0,9,21,16,12,1,0,0,0,0,0,0,0,0,0,15,1,0
5,13-02-15,B,F,3,5_13.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,1,2,3,1,0,4,5,1,0,1,1,3,2,0,0,1,0,17,28,15,1,0,0,0,0,0,0,1,0,0,0,11,0,0
6,13-02-15,G,F,3,6_13.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,4,1,0,4,0,4,0,0,2,3,0,1,1,0,0,1,0,13,25,16,13,3,0,0,0,0,0,2,0,0,0,4,0,0
